borough_name,neighborhood,building_class,building_class_map,building_class_at_sale,tax_class_at_sale,building_type,zipcode,total_units,gross_square_feet,year_built,sale_date,sale_price,log_sale_price,log_gross_square_feet
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11354,2,1600,1950,2012-09-24,585000.0,13.279367126213993,7.3777589082278725
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11354,3,1312,1930,2013-04-30,950000.0,13.764217263576723,7.179307969504034
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11354,2,1684,1915,2012-10-19,570000.0,13.253391639810733,7.428927194802272
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1888,1920,2012-11-11,245250.0,12.41003337742761,7.543273346705446
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2060,1901,2012-09-28,2200000.0,14.603967918328545,7.630461261783627
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1400,1920,2013-04-16,900000.0,13.710150042306449,7.24422751560335
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1890,1960,2013-06-18,880000.0,13.687677186454389,7.5443321080536885
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2280,1925,2013-05-31,803000.0,13.596109992928898,7.731930721948486
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1720,1950,2012-09-06,651000.0,13.386264921190707,7.450079569807499
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2040,1935,2013-01-16,777000.0,13.563195629349785,7.620705086838262
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1680,1945,2012-09-24,582000.0,13.274225726713574,7.426549072397305
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11355,3,3168,1945,2012-11-27,1450000.0,14.187074114396758,8.060855752934316
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2260,1990,2012-09-28,742000.0,13.517104522149518,7.723120092266331
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2196,1950,2012-10-10,808888.0,13.603415743934947,7.694392802629421
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2292,1950,2013-06-13,750000.0,13.527828485512494,7.73718007783463
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1294,1945,2013-05-08,723000.0,13.491164501140902,7.165493475060845
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1760,1930,2013-01-11,20000.0,9.903487552536127,7.473069088032197
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,3254,1940,2012-11-30,900000.0,13.710150042306449,8.087640287778983
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1429,1955,2012-09-21,570000.0,13.253391639810733,7.264730177929867
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1429,1955,2013-07-18,628000.0,13.350295445450335,7.264730177929867
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2108,1930,2012-09-17,680000.0,13.42984807715229,7.653494909661253
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2232,2006,2013-06-26,1150000.0,13.955272500339433,7.710653323501202
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2500,1989,2013-04-11,668000.0,13.412043452518782,7.824046010856292
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2236,1988,2013-06-03,600000.0,13.304684934198283,7.71244383427499
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1780,1920,2013-04-10,865512.0,13.671076518320309,7.484368643286131
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2064,1940,2012-09-06,780000.0,13.567049198665774,7.6324011266014535
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2934,1920,2012-12-04,755000.0,13.534473028231162,7.984121958702927
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1616,1930,2012-11-13,755000.0,13.534473028231162,7.38770923908104
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2376,2012,2013-06-27,977520.0,13.792774030990405,7.773173680482536
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2376,2012,2013-05-30,987702.0,13.803136311800516,7.773173680482536
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2376,2012,2013-06-01,923000.0,13.73538451348499,7.773173680482536
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2184,1940,2013-01-24,725000.0,13.493926933836812,7.688913336864796
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,1,2704,1920,2012-12-14,725000.0,13.493926933836812,7.902487437162855
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,3120,1920,2012-12-10,848000.0,13.65063591477404,8.045588280803528
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1732,1930,2013-01-30,680000.0,13.42984807715229,7.4570320891223805
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1708,1940,2012-11-20,680000.0,13.42984807715229,7.443078374348516
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1924,1950,2013-07-10,800000.0,13.592367006650065,7.562161631225652
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2746,1930,2012-12-10,670000.0,13.415032991367148,7.917900586327916
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11354,2,1920,1930,2012-12-04,750000.0,13.527828485512494,7.560080465021827
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11354,2,3126,1925,2013-06-25,850000.0,13.652991628466498,8.047509510981422
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11354,3,5306,1940,2012-12-20,1120000.0,13.928839243271277,8.576593534697684
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2304,1925,2012-08-28,785000.0,13.573438996764546,7.742402021815782
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1800,1945,2012-10-16,715000.0,13.480037821676145,7.495541943884256
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11354,2,2680,1950,2013-04-02,841000.0,13.642346938955086,7.893572073504902
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2925,1920,2013-05-14,999999.0,13.815509557963773,7.981049759665957
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1720,1950,2012-10-24,590000.0,13.287877815881902,7.450079569807499
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2310,1932,2013-01-11,620000.0,13.337474757021274,7.745002803515839
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2256,1950,2012-12-31,739000.0,13.513053199930338,7.721348612617949
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1932,1950,2013-06-03,400000.0,12.89921982609012,7.566311014772463
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2400,1910,2012-09-11,550000.0,13.217673557208654,7.783224016336037
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2300,1930,2013-04-10,925000.0,13.737549016494562,7.7406644019172415
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2630,1950,2012-09-05,795000.0,13.58609739363647,7.874739125171811
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1690,1940,2012-12-21,645000.0,13.37700559577791,7.432483807917119
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2028,1920,2012-12-07,781000.0,13.568330428821824,7.614805364711073
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1399,1920,2013-03-12,1006031.0,13.821523444276389,7.243512974665482
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1770,1955,2013-06-24,750000.0,13.527828485512494,7.478734825567875
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2050,1940,2013-07-19,940000.0,13.753635154246187,7.6255950721324535
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1946,1930,2012-11-07,595000.0,13.296316684527767,7.57353126274595
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3300,1960,2013-07-11,1029000.0,13.844098014816186,8.101677747454572
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1706,1950,2012-10-05,816368.0,13.612620512677308,7.441906728051625
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2030,1910,2012-11-15,620000.0,13.337474757021274,7.615791072035833
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2332,2008,2012-08-30,896060.0,13.705762654000774,7.754481547470383
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1980,1910,2013-04-16,997885.0,13.813393318193139,7.590852123688581
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3120,1950,2013-07-11,800000.0,13.592367006650065,8.045588280803528
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11358,3,5338,2008,2013-06-28,1880000.0,14.446782334806132,8.58260632996447
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3950,1930,2012-11-16,998000.0,13.813508555293602,8.281470857895167
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2000,1930,2013-04-25,701000.0,13.460263166016727,7.600902459542082
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2968,1970,2012-10-25,800000.0,13.592367006650065,7.995643604287271
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2700,2011,2012-10-10,888000.0,13.696727021974308,7.90100705199242
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1636,1905,2013-06-27,980000.0,13.795307850646754,7.400009517162692
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2514,1910,2013-04-15,770000.0,13.554145793829866,7.829630389150193
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2298,1910,2013-07-17,862000.0,13.66701054964583,7.739794458408701
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2532,1996,2012-08-16,750000.0,13.527828485512494,7.836764783264067
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3220,1920,2012-10-19,685000.0,13.437174117244362,8.077136638538454
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2112,1935,2012-10-09,720000.0,13.487006490992238,7.655390644826152
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2430,1920,2012-11-05,671000.0,13.41652441595382,7.795646536334594
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11358,3,1728,1925,2013-07-25,739000.0,13.513053199930338,7.454719949364001
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1920,1920,2012-12-10,550000.0,13.217673557208654,7.560080465021827
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1841,1925,2012-10-15,435000.0,12.983101310070822,7.518064181233078
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2811,1915,2013-01-14,585000.0,13.279367126213993,7.941295570906532
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3188,1955,2013-06-04,860000.0,13.664687668229691,8.067149039910106
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1420,1925,2012-11-07,625000.0,13.345506928718539,7.258412150595307
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1644,1920,2012-10-23,615000.0,13.329377546788654,7.404887575616125
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,3331,1925,2012-09-20,780000.0,13.567049198665774,8.11102783819368
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1680,1955,2013-05-22,625000.0,13.345506928718539,7.426549072397305
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3240,1925,2012-09-28,780000.0,13.567049198665774,8.083328608786376
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2080,1930,2013-07-24,849000.0,13.651814465293484,7.640123172695364
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1682,1910,2013-06-14,545000.0,13.208541073645382,7.427738840532894
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1856,1920,2013-01-30,605000.0,13.312983737012978,7.526178913346146
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2542,1930,2013-01-31,880000.0,13.687677186454389,7.8407064517494
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2420,1930,2012-08-17,942000.0,13.7557605535585,7.791522819150732
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2000,1925,2013-06-25,800000.0,13.592367006650065,7.600902459542082
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1380,1935,2012-10-04,738000.0,13.51169910358261,7.22983877815125
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1890,1930,2013-01-24,779000.0,13.565766324852886,7.5443321080536885
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2596,1915,2013-05-08,650000.0,13.38472764187182,7.86172707782398
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3151,1960,2013-06-14,999000.0,13.81451005763069,8.055475141757274
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1865,1930,2013-06-13,450000.0,13.017002861746503,7.5310163320779155
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11358,3,2080,1925,2013-05-02,745000.0,13.521139497361697,7.640123172695364
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2600,1955,2013-05-15,804417.0,13.597873070421615,7.8632667240095735
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2548,1925,2012-11-30,740000.0,13.514405465180353,7.843064016692054
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1392,1925,2013-05-03,610000.0,13.321214236149494,7.238496840894365
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1320,1940,2013-06-11,650000.0,13.38472764187182,7.1853870155804165
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11361,2,2624,1940,2013-06-17,750000.0,13.527828485512494,7.8724551500639794
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1114,1945,2013-04-22,635000.0,13.36138027787483,7.01571242048723
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2400,1960,2012-12-11,775000.0,13.560618308335483,7.783224016336037
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1710,1945,2012-11-30,495000.0,13.112313041550827,7.444248649496705
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1900,1960,2013-03-29,650000.0,13.38472764187182,7.549609165154532
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2100,1960,2012-10-02,710000.0,13.473020249017498,7.649692623711514
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2268,1960,2013-05-23,780000.0,13.567049198665774,7.7266536648476425
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1648,1955,2013-05-24,545000.0,13.208541073645382,7.4073177104694174
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,2155,1945,2012-11-26,720000.0,13.487006490992238,7.675546002537848
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,1487,1940,2013-02-14,302500.0,12.619836556453032,7.304515946460155
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11358,2,3165,2009,2012-08-02,825000.0,13.623138665316818,8.059908334578276
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1856,1955,2012-12-03,755000.0,13.534473028231162,7.526178913346146
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2484,1940,2013-01-10,980000.0,13.795307850646754,7.81762544305337
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2600,1945,2013-01-29,990000.0,13.805460222110773,7.8632667240095735
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2500,1945,2012-09-27,950000.0,13.764217263576723,7.824046010856292
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2496,1950,2012-10-31,830000.0,13.62918097977278,7.822444729489319
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11357,2,2836,1955,2012-12-17,550000.0,13.217673557208654,7.950149887652018
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2458,2008,2013-01-08,987702.0,13.803136311800516,7.80710329012598
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,3300,1965,2012-12-06,880000.0,13.687677186454389,8.101677747454572
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1088,1920,2013-07-11,300000.0,12.611537753638338,6.992096427415888
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2968,1940,2013-05-09,950000.0,13.764217263576723,7.995643604287271
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2801,1945,2012-08-16,920000.0,13.732128949025222,7.937731775260109
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1776,1930,2012-08-30,390000.0,12.873902018105829,7.4821189235521155
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2184,1998,2012-12-11,939800.0,13.753422365650852,7.688913336864796
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2620,1940,2012-10-19,752000.0,13.530491602931978,7.8709295967551425
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2579,1910,2012-09-17,738000.0,13.51169910358261,7.8551570058813445
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,3284,1930,2013-07-09,980000.0,13.795307850646754,8.096817470572319
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1690,1940,2012-12-28,600000.0,13.304684934198283,7.432483807917119
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1683,1950,2012-08-20,620000.0,13.337474757021274,7.428333194190806
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1782,1955,2012-12-28,700000.0,13.458835614025542,7.485491608030754
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1560,1945,2012-10-24,430000.0,12.971540487669746,7.352441100243583
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1368,1950,2013-01-03,612000.0,13.324487561494463,7.221105098182496
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,3027,1950,2013-02-11,780000.0,13.567049198665774,8.01532730902172
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1200,1955,2012-08-14,750000.0,13.527828485512494,7.090076835776092
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1302,1950,2013-02-19,517000.0,13.155798153490567,7.171656822768514
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1868,1925,2013-07-24,693000.0,13.448785278172041,7.532623618788788
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1636,1925,2013-07-15,630000.0,13.353475098367715,7.400009517162692
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,2593,1960,2013-01-03,778000.0,13.564481803160529,7.860570785538664
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11355,2,1352,1930,2013-02-28,499000.0,13.120361374733656,7.20934025660291
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1576,1940,2012-12-10,553000.0,13.223113280504473,7.362645270417825
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1280,1940,2013-02-12,580000.0,13.270783382522602,7.154615356913663
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1380,1930,2013-02-19,637500.0,13.365309556014719,7.22983877815125
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,3040,1960,2013-04-08,780000.0,13.567049198665774,8.019612794400267
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2160,1925,2013-03-26,510000.0,13.142166004700508,7.67786350067821
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,1360,1930,2012-11-29,295000.0,12.594730635321957,7.215239978730097
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2304,1989,2013-03-29,483000.0,13.087771932634709,7.742402021815782
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2110,1950,2012-11-15,838000.0,13.63877337946422,7.6544432264701125
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2783,1940,2013-03-04,680000.0,13.42984807715229,7.931284761525891
Queens,FLUSHING-NORTH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11365,2,2783,1940,2013-05-16,810000.0,13.604789526648622,7.931284761525891
